Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,City,State,Country,Region,Market,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority
IN-2015-DB1366059-42339,01-12-2015,07-12-2015,Standard Class,DB-1366059,Duane Benoit,Consumer,Surakarta,Jawa Tengah,Indonesia,Southeastern Asia,Asia Pacific,OFF-FA-6193,Office Supplies,Fasteners,"Stockwell Push Pins, 12 Pack",$14.21,2,0.47,$0.77,1.46,Medium
ID-2015-KB16405102-42339,01-12-2015,05-12-2015,Standard Class,KB-16405102,Katrina Bavinger,Home Office,Manila,National Capital,Philippines,Southeastern Asia,Asia Pacific,OFF-ST-6058,Office Supplies,Storage,"Smead Shelving, Industrial",$54.35,2,0.45,-$34.63,2.48,Medium
ID-2015-KB16405102-42339,01-12-2015,05-12-2015,Standard Class,KB-16405102,Katrina Bavinger,Home Office,Manila,National Capital,Philippines,Southeastern Asia,Asia Pacific,TEC-CO-3604,Technology,Copiers,"Brother Personal Copier, Color",$562.89,6,0.35,$129.81,35.51,Medium
ID-2015-KB16405102-42339,01-12-2015,05-12-2015,Standard Class,KB-16405102,Katrina Bavinger,Home Office,Manila,National Capital,Philippines,Southeastern Asia,Asia Pacific,OFF-EN-3099,Office Supplies,Envelopes,"Ames Interoffice Envelope, with clear poly window",$53.53,2,0.45,-$38.93,5.42,Medium
ID-2015-KB16405102-42339,01-12-2015,05-12-2015,Standard Class,KB-16405102,Katrina Bavinger,Home Office,Manila,National Capital,Philippines,Southeastern Asia,Asia Pacific,OFF-SU-4136,Office Supplies,Supplies,"Elite Trimmer, High Speed",$45.84,2,0.45,-$17.52,2.46,Medium
ID-2015-KB16405102-42339,01-12-2015,05-12-2015,Standard Class,KB-16405102,Katrina Bavinger,Home Office,Manila,National Capital,Philippines,Southeastern Asia,Asia Pacific,FUR-CH-4563,Furniture,Chairs,"Harbour Creations Swivel Stool, Red",$135.09,1,0.25,-$39.63,7.3,Medium
IN-2015-JG151607-42339,01-12-2015,05-12-2015,Standard Class,JG-151607,James Galang,Consumer,Brisbane,Queensland,Australia,Oceania,Asia Pacific,TEC-MA-4196,Technology,Machines,"Epson Card Printer, Wireless",$305.91,2,0.1,$47.55,13.92,Medium
ID-2015-DW135857-42339,01-12-2015,07-12-2015,Standard Class,DW-135857,Dorothy Wardle,Corporate,Geelong,Victoria,Australia,Oceania,Asia Pacific,TEC-AC-4153,Technology,Accessories,"Enermax Flash Drive, Programmable",$51.62,2,0.4,-$31.00,2.1,Medium
CA-2015-HP14815140-42339,01-12-2015,03-12-2015,Second Class,HP-148151406,Harold Pawlan,Home Office,New York City,New York,United States,Eastern US,USCA,OFF-BI-5093,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',$68.47,3,0.2,$23.11,14.2,Critical
CA-2015-HP14815140-42339,01-12-2015,03-12-2015,Second Class,HP-148151406,Harold Pawlan,Home Office,New York City,New York,United States,Eastern US,USCA,FUR-CH-5749,Furniture,Chairs,SAFCO Arco Folding Chair,"$1,242.90",5,0.1,$262.39,124.14,Critical
CA-2015-SW20275140-42339,01-12-2015,05-12-2015,Standard Class,SW-202751408,Scott Williamson,Consumer,Jackson,Mississippi,United States,Southern US,USCA,OFF-ST-4612,Office Supplies,Storage,Home/Office Personal File Carts,$173.80,5,0.0,$43.45,7.87,Medium
CA-2015-ME17725140-42339,01-12-2015,05-12-2015,Standard Class,ME-177251406,Max Engle,Consumer,Newark,Delaware,United States,Eastern US,USCA,OFF-AR-3550,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",$155.94,6,0.0,$45.22,9.49,Medium
US-2015-ML17755140-42339,01-12-2015,01-12-2015,Same Day,ML-177551406,Max Ludwig,Home Office,Toledo,Ohio,United States,Eastern US,USCA,OFF-AP-4934,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,$663.94,4,0.2,$82.99,162.74,High
US-2015-PN18775140-42339,01-12-2015,03-12-2015,Second Class,PN-187751408,Parhena Norris,Home Office,Miami,Florida,United States,Southern US,USCA,TEC-PH-5535,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,$71.98,3,0.2,$9.00,6.3,Medium
CA-2015-SC20800140-42339,01-12-2015,05-12-2015,Standard Class,SC-208001402,Stuart Calhoun,Consumer,Edinburg,Texas,United States,Central US,USCA,OFF-FA-3472,Office Supplies,Fasteners,Binder Clips by OIC,$2.37,2,0.2,$0.83,1.28,Medium
CA-2015-SC20380140-42339,01-12-2015,08-12-2015,Standard Class,SC-203801408,Shahid Collister,Consumer,Burlington,North Carolina,United States,Southern US,USCA,TEC-AC-5140,Technology,Accessories,Logitech Wireless Gaming Headset G930,$383.98,3,0.2,$81.59,18.1,Medium
CA-2015-SC20380140-42339,01-12-2015,08-12-2015,Standard Class,SC-203801408,Shahid Collister,Consumer,Burlington,North Carolina,United States,Southern US,USCA,FUR-TA-3619,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,"$1,781.68",7,0.4,-$653.28,113.45,Medium
CA-2015-VP21730140-42339,01-12-2015,05-12-2015,Standard Class,VP-217301406,Victor Preis,Home Office,New York City,New York,United States,Eastern US,USCA,OFF-ST-4890,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",$83.56,4,0.0,$1.67,3.99,High
CA-2015-VP21730140-42339,01-12-2015,05-12-2015,Standard Class,VP-217301406,Victor Preis,Home Office,New York City,New York,United States,Eastern US,USCA,TEC-PH-5537,Technology,Phones,Panasonic Business Telephones KX-T7736,$546.06,3,0.0,$163.82,64.39,High
CA-2015-VP21730140-42339,01-12-2015,05-12-2015,Standard Class,VP-217301406,Victor Preis,Home Office,New York City,New York,United States,Eastern US,USCA,OFF-ST-4273,Office Supplies,Storage,Fellowes Officeware Wire Shelving,$269.49,3,0.0,$5.39,32.25,High
CA-2015-MZ17335140-42339,01-12-2015,04-12-2015,First Class,MZ-173351404,Maria Zettner,Home Office,San Francisco,California,United States,Western US,USCA,FUR-FU-3846,Furniture,Furnishings,Contemporary Borderless Frame,$25.83,3,0.0,$9.56,6.58,Critical
CA-2015-BP11095140-42339,01-12-2015,04-12-2015,Second Class,BP-110951402,Bart Pistole,Corporate,El Paso,Texas,United States,Central US,USCA,TEC-AC-5900,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,$95.98,3,0.2,-$10.80,8.05,Medium
US-2015-TB21625140-42339,01-12-2015,04-12-2015,First Class,TB-216251406,Trudy Brown,Consumer,Philadelphia,Pennsylvania,United States,Eastern US,USCA,FUR-CH-4399,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,"$1,079.32",6,0.3,-$15.42,258.42,Critical
CA-2015-TG1164023-42339,01-12-2015,05-12-2015,Standard Class,TG-1164023,Trudy Glocke,Consumer,London,Ontario,Canada,Canada,USCA,FUR-CH-4702,Furniture,Chairs,"Hon Swivel Stool, Black",$322.44,2,0.0,$90.24,17.78,Medium
CA-2015-TG1164023-42339,01-12-2015,05-12-2015,Standard Class,TG-1164023,Trudy Glocke,Consumer,London,Ontario,Canada,Canada,USCA,FUR-FU-3930,Furniture,Furnishings,"Deflect-O Clock, Durable",$47.34,1,0.0,$15.12,2.36,Medium
CA-2015-TG1164023-42339,01-12-2015,05-12-2015,Standard Class,TG-1164023,Trudy Glocke,Consumer,London,Ontario,Canada,Canada,USCA,TEC-MA-5497,Technology,Machines,"Okidata Card Printer, Durable",$351.90,2,0.0,$28.14,19.86,Medium
CA-2015-TG1164023-42339,01-12-2015,05-12-2015,Standard Class,TG-1164023,Trudy Glocke,Consumer,London,Ontario,Canada,Canada,USCA,TEC-AC-5865,Technology,Accessories,"SanDisk Keyboard, Erganomic",$79.29,1,0.0,$10.29,8.49,Medium
CA-2015-TG1164023-42339,01-12-2015,05-12-2015,Standard Class,TG-1164023,Trudy Glocke,Consumer,London,Ontario,Canada,Canada,USCA,OFF-AP-3582,Office Supplies,Appliances,"Breville Toaster, Black",$456.84,6,0.0,$132.48,28.18,Medium
CA-2015-TG1164023-42339,01-12-2015,05-12-2015,Standard Class,TG-1164023,Trudy Glocke,Consumer,London,Ontario,Canada,Canada,USCA,TEC-PH-3803,Technology,Phones,"Cisco Signal Booster, with Caller ID",$303.66,2,0.0,$75.90,14.33,Medium
SF-2015-VT11700117-42339,01-12-2015,05-12-2015,Standard Class,VT-11700117,Valerie Takahito,Home Office,Port Elizabeth,Eastern Cape,South Africa,Southern Africa,Africa,TEC-PH-5266,Technology,Phones,"Motorola Signal Booster, with Caller ID",$143.13,1,0.0,$57.24,9.16,Medium
SF-2015-VT11700117-42339,01-12-2015,05-12-2015,Standard Class,VT-11700117,Valerie Takahito,Home Office,Port Elizabeth,Eastern Cape,South Africa,Southern Africa,Africa,TEC-MA-6134,Technology,Machines,"StarTech Calculator, White",$38.37,1,0.0,$0.75,2.97,Medium
NG-2015-AB16594-42339,01-12-2015,06-12-2015,Standard Class,AB-16594,Alan Barnes,Consumer,Niamey,Niamey,Niger,Western Africa,Africa,OFF-ST-4057,Office Supplies,Storage,"Eldon File Cart, Single Width",$127.92,1,0.0,$23.01,8.56,Medium
NG-2015-AB16594-42339,01-12-2015,06-12-2015,Standard Class,AB-16594,Alan Barnes,Consumer,Niamey,Niamey,Niger,Western Africa,Africa,OFF-AR-3463,Office Supplies,Art,"BIC Pencil Sharpener, Water Color",$32.19,1,0.0,$12.21,3.08,Medium
IR-2015-DM301560-42339,01-12-2015,01-12-2015,Same Day,DM-301560,Darrin Martin,Consumer,Kerman,Kerman,Iran,Southern Asia,Asia Pacific,OFF-AR-6120,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",$50.10,2,0.0,$3.00,8.33,High
MZ-2015-EB393087-42339,01-12-2015,05-12-2015,Standard Class,EB-393087,Eric Barreto,Consumer,Maputo,Cidade De Maputo,Mozambique,Eastern Africa,Africa,TEC-PH-5824,Technology,Phones,"Samsung Headset, Cordless",$912.60,12,0.0,$428.76,21.9,Medium
MX-2015-FP1432082-42340,02-12-2015,06-12-2015,Standard Class,FP-1432082,Frank Preis,Consumer,Obregón,Sonora,Mexico,Central America,LATAM,OFF-PA-4159,Office Supplies,Paper,"Enermax Memo Slips, 8.5 x 11",$118.80,9,0.0,$56.88,8.368,Medium
MX-2015-PM1894031-42340,02-12-2015,06-12-2015,Standard Class,PM-1894031,Paul MacIntyre,Consumer,Pinar del Río,Pinar del Río,Cuba,Caribbean,LATAM,TEC-CO-4589,Technology,Copiers,"Hewlett Personal Copier, Laser",$575.93,6,0.002,$235.37,70.85,High
MX-2015-PM1894031-42340,02-12-2015,06-12-2015,Standard Class,PM-1894031,Paul MacIntyre,Consumer,Pinar del Río,Pinar del Río,Cuba,Caribbean,LATAM,TEC-CO-3600,Technology,Copiers,"Brother Ink, Digital",$195.53,2,0.002,$13.29,14.785,High
MX-2015-BS11365143-42340,02-12-2015,06-12-2015,Standard Class,BS-11365143,Bill Shonely,Corporate,Charallave,Miranda,Venezuela,South America,LATAM,FUR-BO-3647,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",$50.41,1,0.4,$1.67,2.08,Medium
MX-2015-CP1234051-42340,02-12-2015,06-12-2015,Standard Class,CP-1234051,Christine Phan,Corporate,Villa Canales,Guatemala,Guatemala,Central America,LATAM,TEC-PH-5337,Technology,Phones,"Nokia Audio Dock, VoIP",$444.88,4,0.0,$4.40,16.227,Medium
MX-2015-MS1771018-42340,02-12-2015,04-12-2015,Second Class,MS-1771018,Maurice Satty,Consumer,Passos,Minas Gerais,Brazil,South America,LATAM,FUR-CH-5793,Furniture,Chairs,"SAFCO Rocking Chair, Adjustable",$274.80,3,0.0,$112.62,33.174,High
MX-2015-MS1771018-42340,02-12-2015,04-12-2015,Second Class,MS-1771018,Maurice Satty,Consumer,Passos,Minas Gerais,Brazil,South America,LATAM,OFF-AR-3468,Office Supplies,Art,"BIC Sketch Pad, Blue",$64.88,2,0.0,$12.32,8.312,High
MX-2015-MS1771018-42340,02-12-2015,04-12-2015,Second Class,MS-1771018,Maurice Satty,Consumer,Passos,Minas Gerais,Brazil,South America,LATAM,OFF-BI-6377,Office Supplies,Binders,"Wilson Jones Binder Covers, Recycled",$7.70,1,0.0,$0.46,1.903,High
MX-2015-MS1771018-42340,02-12-2015,04-12-2015,Second Class,MS-1771018,Maurice Satty,Consumer,Passos,Minas Gerais,Brazil,South America,LATAM,FUR-BO-4846,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Pine",$287.58,3,0.0,$31.62,42.424,High
MX-2015-TC2129518-42340,02-12-2015,09-12-2015,Standard Class,TC-2129518,Toby Carlisle,Consumer,Curitiba,Parana,Brazil,South America,LATAM,OFF-AR-3493,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Fluorescent",$35.56,2,0.0,$7.80,2.658,Medium
US-2015-CS123555-42340,02-12-2015,07-12-2015,Second Class,CS-123555,Christine Sundaresam,Consumer,San Justo,Santa Fe,Argentina,South America,LATAM,OFF-PA-6600,Office Supplies,Paper,"Xerox Cards & Envelopes, 8.5 x 11",$19.64,1,0.4,-$1.32,1.476,Medium
US-2015-CS123555-42340,02-12-2015,07-12-2015,Second Class,CS-123555,Christine Sundaresam,Consumer,San Justo,Santa Fe,Argentina,South America,LATAM,TEC-PH-3802,Technology,Phones,"Cisco Signal Booster, VoIP",$182.30,3,0.4,-$82.06,28.783,Medium
MX-2015-MC1763536-42340,02-12-2015,06-12-2015,Second Class,MC-1763536,Matthew Clasen,Corporate,Santa Cruz de Barahona,Barahona,Dominican Republic,Caribbean,LATAM,TEC-AC-5894,Technology,Accessories,"SanDisk Router, Bluetooth","$1,914.08",14,0.2,$669.76,258.96,Medium
MX-2015-MC1763536-42340,02-12-2015,06-12-2015,Second Class,MC-1763536,Matthew Clasen,Corporate,Santa Cruz de Barahona,Barahona,Dominican Republic,Caribbean,LATAM,FUR-CH-5443,Furniture,Chairs,"Office Star Executive Leather Armchair, Red","$1,502.98",6,0.2,-$225.50,103.393,Medium
MX-2015-JB1592582-42340,02-12-2015,06-12-2015,Standard Class,JB-1592582,Joni Blumstein,Consumer,Juárez,Chihuahua,Mexico,Central America,LATAM,OFF-AP-4949,Office Supplies,Appliances,"KitchenAid Blender, Black",$327.60,5,0.0,$62.20,49.566,High
US-2015-FP1432018-42340,02-12-2015,06-12-2015,Standard Class,FP-1432018,Frank Preis,Consumer,Surubim,Pernambuco,Brazil,South America,LATAM,OFF-PA-4159,Office Supplies,Paper,"Enermax Memo Slips, 8.5 x 11",$47.52,9,0.6,-$14.40,4.261,Medium
IT-2015-SL2015564-42340,02-12-2015,07-12-2015,Standard Class,SL-2015564,Sara Luxemburg,Home Office,Acireale,Sicily,Italy,Southern Europe,Europe,TEC-PH-5348,Technology,Phones,"Nokia Office Telephone, VoIP",$117.40,3,0.4,-$5.90,11.2,Medium
IT-2015-SL2015564-42340,02-12-2015,07-12-2015,Standard Class,SL-2015564,Sara Luxemburg,Home Office,Acireale,Sicily,Italy,Southern Europe,Europe,OFF-PA-5878,Office Supplies,Paper,"SanDisk Message Books, Premium",$166.74,7,0.0,$43.26,12.64,Medium
IT-2015-SL2015564-42340,02-12-2015,07-12-2015,Standard Class,SL-2015564,Sara Luxemburg,Home Office,Acireale,Sicily,Italy,Southern Europe,Europe,OFF-SU-4987,Office Supplies,Supplies,"Kleencut Scissors, Serrated",$170.91,9,0.0,$13.50,15.19,Medium
ES-2015-JG15160120-42340,02-12-2015,07-12-2015,Standard Class,JG-15160120,James Galang,Consumer,Vitoria,Basque Country,Spain,Southern Europe,Europe,OFF-AR-6113,Office Supplies,Art,"Stanley Highlighters, Water Color",$143.04,8,0.0,$48.48,9.83,Medium
ES-2015-JG15160120-42340,02-12-2015,07-12-2015,Standard Class,JG-15160120,James Galang,Consumer,Vitoria,Basque Country,Spain,Southern Europe,Europe,OFF-PA-5879,Office Supplies,Paper,"SanDisk Message Books, Recycled",$94.92,4,0.0,$42.60,7.67,Medium
ES-2015-JG15160120-42340,02-12-2015,07-12-2015,Standard Class,JG-15160120,James Galang,Consumer,Vitoria,Basque Country,Spain,Southern Europe,Europe,OFF-AR-3490,Office Supplies,Art,"Binney & Smith Markers, Fluorescent",$25.35,1,0.0,$6.84,1.49,Medium
ES-2015-BG1103548-42340,02-12-2015,09-12-2015,Standard Class,BG-1103548,Barry Gonzalez,Consumer,Essen,North Rhine-Westphalia,Germany,Western Europe,Europe,OFF-SU-4988,Office Supplies,Supplies,"Kleencut Scissors, Steel",$195.21,9,0.0,$11.61,4.4,Medium
ES-2015-BG1103548-42340,02-12-2015,09-12-2015,Standard Class,BG-1103548,Barry Gonzalez,Consumer,Essen,North Rhine-Westphalia,Germany,Western Europe,Europe,TEC-MA-5500,Technology,Machines,"Okidata Card Printer, Wireless",$527.49,3,0.0,$26.37,24.87,Medium
ES-2015-SC2068064-42340,02-12-2015,08-12-2015,Standard Class,SC-2068064,Steve Carroll,Home Office,Torre del Greco,Campania,Italy,Southern Europe,Europe,OFF-PA-6615,Office Supplies,Paper,"Xerox Message Books, Premium",$40.74,2,0.0,$18.72,1.8,Medium
ES-2015-JL1513045-42340,02-12-2015,08-12-2015,Standard Class,JL-1513045,Jack Lebron,Consumer,Colmar,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe,OFF-LA-4536,Office Supplies,Labels,"Harbour Creations File Folder Labels, Laser Printer Compatible",$43.65,5,0.0,$13.50,3.02,Medium
ES-2015-JL1513045-42340,02-12-2015,08-12-2015,Standard Class,JL-1513045,Jack Lebron,Consumer,Colmar,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe,FUR-FU-6254,Furniture,Furnishings,"Tenex Frame, Duo Pack",$330.12,3,0.0,$26.37,18.98,Medium
ES-2015-JL1513045-42340,02-12-2015,08-12-2015,Standard Class,JL-1513045,Jack Lebron,Consumer,Colmar,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe,TEC-MA-5512,Technology,Machines,"Okidata Printer, White",$453.75,2,0.15,-$74.79,47.35,Medium
ES-2015-BS11665120-42340,02-12-2015,09-12-2015,Standard Class,BS-11665120,Brian Stugart,Consumer,Madrid,Madrid,Spain,Southern Europe,Europe,OFF-AR-6122,Office Supplies,Art,"Stanley Pens, Easy-Erase",$20.64,2,0.0,$9.06,1.3,Medium
IT-2015-AR10345104-42340,02-12-2015,09-12-2015,Standard Class,AR-10345104,Alex Russell,Corporate,Amadora,Lisboa,Portugal,Southern Europe,Europe,TEC-AC-5127,Technology,Accessories,"Logitech Mouse, Erganomic",$121.91,9,0.5,-$66.02,5.63,Medium
IT-2015-AR10345104-42340,02-12-2015,09-12-2015,Standard Class,AR-10345104,Alex Russell,Corporate,Amadora,Lisboa,Portugal,Southern Europe,Europe,OFF-AR-6120,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",$69.90,5,0.5,-$64.35,4.92,Medium
