Order ID,31-12-2010,Ship Date,Ship Mode,EM-14139,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
CA-2011-131009,03-01-2011,03-05-2011,Standard Class,SC-20380,Shahid Collister,Consumer,El Paso,Texas,United States,79907,US,Central,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,18.84,5,0.2,-3.5325,2.05,Medium
CA-2011-131009,03-01-2011,03-05-2011,Standard Class,SC-20380,Shahid Collister,Consumer,El Paso,Texas,United States,79907,US,Central,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,362.25,6,0.3,0,25.22,Medium
CA-2011-131009,03-01-2011,03-05-2011,Standard Class,SC-20380,Shahid Collister,Consumer,El Paso,Texas,United States,79907,US,Central,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,63.552,6,0.6,-34.9536,7.38,Medium
CA-2011-131009,03-01-2011,03-05-2011,Standard Class,SC-20380,Shahid Collister,Consumer,El Paso,Texas,United States,79907,US,Central,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,129.552,3,0.2,-22.6716,8,Medium
CA-2011-168312,03-01-2011,03-07-2011,Standard Class,GW-14605,Giulietta Weimer,Consumer,Houston,Texas,United States,77036,US,Central,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,137.352,3,0.2,8.5845,8.49,Medium
CA-2011-168312,03-01-2011,03-07-2011,Standard Class,GW-14605,Giulietta Weimer,Consumer,Houston,Texas,United States,77036,US,Central,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,376.509,3,0.3,-43.0296,32.7,Medium
CA-2011-1800,03-01-2011,03-04-2011,First Class,TP-11415,Tom Prescott,Consumer,Toronto,Ontario,Canada,,Canada,Canada,OFF-OIC-10002161,Office Supplies,Fasteners,"OIC Push Pins, Assorted Sizes",12.36,1,0,2.46,3.1,High
CA-2011-1800,03-01-2011,03-04-2011,First Class,TP-11415,Tom Prescott,Consumer,Toronto,Ontario,Canada,,Canada,Canada,OFF-HON-10001783,Office Supplies,Labels,"Hon Shipping Labels, 5000 Label Set",11.76,1,0,5.64,2.24,High
CA-2011-1800,03-01-2011,03-04-2011,First Class,TP-11415,Tom Prescott,Consumer,Toronto,Ontario,Canada,,Canada,Canada,OFF-ACC-10004692,Office Supplies,Binders,"Acco 3-Hole Punch, Recycled",30.48,1,0,2.73,6.7,High
CA-2011-1800,03-01-2011,03-04-2011,First Class,TP-11415,Tom Prescott,Consumer,Toronto,Ontario,Canada,,Canada,Canada,OFF-FEL-10001405,Office Supplies,Storage,"Fellowes File Cart, Industrial",551.16,4,0,71.64,164.36,High
CA-2011-1800,03-01-2011,03-04-2011,First Class,TP-11415,Tom Prescott,Consumer,Toronto,Ontario,Canada,,Canada,Canada,TEC-APP-10004912,Technology,Phones,"Apple Speaker Phone, with Caller ID",493.2,4,0,123.24,18.19,High
CA-2011-1800,03-01-2011,03-04-2011,First Class,TP-11415,Tom Prescott,Consumer,Toronto,Ontario,Canada,,Canada,Canada,FUR-HAR-10001792,Furniture,Chairs,"Harbour Creations Bag Chairs, Red",246.48,4,0,105.96,65.81,High
UP-2011-3090,03-01-2011,03-01-2011,Same Day,BS-1800,Bryan Spruell,Home Office,Kherson,Kherson,Ukraine,,EMEA,EMEA,OFF-HON-10000137,Office Supplies,Labels,"Hon Round Labels, Laser Printer Compatible",13.32,2,0,5.46,1.94,Medium
UP-2011-3090,03-01-2011,03-01-2011,Same Day,BS-1800,Bryan Spruell,Home Office,Kherson,Kherson,Ukraine,,EMEA,EMEA,OFF-STA-10000298,Office Supplies,Art,"Stanley Canvas, Blue",98.94,2,0,15.78,8.42,Medium
UP-2011-3090,03-01-2011,03-01-2011,Same Day,BS-1800,Bryan Spruell,Home Office,Kherson,Kherson,Ukraine,,EMEA,EMEA,FUR-HON-10002424,Furniture,Chairs,"Hon Steel Folding Chair, Red",162.84,2,0,76.5,24.42,Medium
UP-2011-3090,03-01-2011,03-01-2011,Same Day,BS-1800,Bryan Spruell,Home Office,Kherson,Kherson,Ukraine,,EMEA,EMEA,OFF-FEL-10002897,Office Supplies,Storage,"Fellowes Shelving, Single Width",115.74,2,0,30.06,19.52,Medium
UP-2011-3730,03-01-2011,03-05-2011,Standard Class,RD-9900,Ruben Dartt,Consumer,Vinnytsya,Vinnytsya,Ukraine,,EMEA,EMEA,OFF-TEN-10001585,Office Supplies,Storage,"Tenex Box, Single Width",16.53,1,0,7.41,1.14,Medium
UP-2011-3730,03-01-2011,03-05-2011,Standard Class,RD-9900,Ruben Dartt,Consumer,Vinnytsya,Vinnytsya,Ukraine,,EMEA,EMEA,FUR-SAF-10004530,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",196.74,1,0,86.55,12.33,Medium
UP-2011-3730,03-01-2011,03-05-2011,Standard Class,RD-9900,Ruben Dartt,Consumer,Vinnytsya,Vinnytsya,Ukraine,,EMEA,EMEA,FUR-NOV-10004962,Furniture,Chairs,"Novimex Bag Chairs, Adjustable",48.45,1,0,12.09,2.21,Medium
UP-2011-3730,03-01-2011,03-05-2011,Standard Class,RD-9900,Ruben Dartt,Consumer,Vinnytsya,Vinnytsya,Ukraine,,EMEA,EMEA,OFF-FEL-10002867,Office Supplies,Storage,"Fellowes Lockers, Single Width",1244.16,6,0,211.5,60.78,Medium
UP-2011-3730,03-01-2011,03-05-2011,Standard Class,RD-9900,Ruben Dartt,Consumer,Vinnytsya,Vinnytsya,Ukraine,,EMEA,EMEA,TEC-STA-10004927,Technology,Machines,"StarTech Receipt Printer, Wireless",221.16,2,0,15.48,6.87,Medium
UP-2011-3730,03-01-2011,03-05-2011,Standard Class,RD-9900,Ruben Dartt,Consumer,Vinnytsya,Vinnytsya,Ukraine,,EMEA,EMEA,TEC-SHA-10004874,Technology,Copiers,"Sharp Fax Machine, High-Speed",587.7,2,0,123.36,42.88,Medium
UP-2011-3730,03-01-2011,03-05-2011,Standard Class,RD-9900,Ruben Dartt,Consumer,Vinnytsya,Vinnytsya,Ukraine,,EMEA,EMEA,OFF-TEN-10003211,Office Supplies,Storage,"Tenex Box, Wire Frame",31.14,2,0,14.28,0.81,Medium
UP-2011-3730,03-01-2011,03-05-2011,Standard Class,RD-9900,Ruben Dartt,Consumer,Vinnytsya,Vinnytsya,Ukraine,,EMEA,EMEA,TEC-KON-10002194,Technology,Machines,"Konica Printer, White",266.25,1,0,79.86,16.22,Medium
UP-2011-3730,03-01-2011,03-05-2011,Standard Class,RD-9900,Ruben Dartt,Consumer,Vinnytsya,Vinnytsya,Ukraine,,EMEA,EMEA,OFF-ELD-10002578,Office Supplies,Storage,"Eldon Box, Single Width",61.74,6,0,17.82,3.73,Medium
UP-2011-3730,03-01-2011,03-05-2011,Standard Class,RD-9900,Ruben Dartt,Consumer,Vinnytsya,Vinnytsya,Ukraine,,EMEA,EMEA,TEC-LOG-10003896,Technology,Accessories,"Logitech Router, Erganomic",1470.78,6,0,264.6,146.55,Medium
NI-2011-190,03-01-2011,03-06-2011,Standard Class,EH-3765,Edward Hooks,Corporate,Kano,Kano,Nigeria,,Africa,Africa,OFF-HOO-10002386,Office Supplies,Appliances,"Hoover Toaster, Silver",25.317,1,0.7,-28.713,0.79,Medium
US-2011-132899,04-01-2011,04-05-2011,Second Class,JB-15400,Jennifer Braxton,Corporate,Lima,Lima (city),Peru,,LATAM,South,OFF-EN-10002226,Office Supplies,Envelopes,"Jiffy Clasp Envelope, Recycled",8.784,3,0.4,-4.836,0.32,Medium
US-2011-132899,04-01-2011,04-05-2011,Second Class,JB-15400,Jennifer Braxton,Corporate,Lima,Lima (city),Peru,,LATAM,South,OFF-ST-10001374,Office Supplies,Storage,"Rogers Trays, Wire Frame",121.5,5,0.4,-48.6,5.41,Medium
US-2011-132899,04-01-2011,04-05-2011,Second Class,JB-15400,Jennifer Braxton,Corporate,Lima,Lima (city),Peru,,LATAM,South,TEC-PH-10002871,Technology,Phones,"Motorola Audio Dock, with Caller ID",138.696,2,0.4,-25.464,20.4,Medium
US-2011-132899,04-01-2011,04-05-2011,Second Class,JB-15400,Jennifer Braxton,Corporate,Lima,Lima (city),Peru,,LATAM,South,OFF-AR-10001991,Office Supplies,Art,"Stanley Markers, Easy-Erase",44.94,5,0.4,0.74,5.41,Medium
US-2011-132899,04-01-2011,04-05-2011,Second Class,JB-15400,Jennifer Braxton,Corporate,Lima,Lima (city),Peru,,LATAM,South,TEC-AC-10002760,Technology,Accessories,"Memorex Memory Card, Erganomic",80.064,2,0.4,-53.376,7.56,Medium
US-2011-132899,04-01-2011,04-05-2011,Second Class,JB-15400,Jennifer Braxton,Corporate,Lima,Lima (city),Peru,,LATAM,South,FUR-FU-10003283,Furniture,Furnishings,"Rubbermaid Stacking Tray, Durable",20.112,2,0.4,-1.688,3.66,Medium
US-2011-132899,04-01-2011,04-05-2011,Second Class,JB-15400,Jennifer Braxton,Corporate,Lima,Lima (city),Peru,,LATAM,South,FUR-CH-10004783,Furniture,Chairs,"Novimex Chairmat, Red",67.608,3,0.4,-29.352,5.65,Medium
MX-2011-167773,04-01-2011,04-05-2011,Standard Class,LS-17245,Lynn Smith,Consumer,Bogotá,Bogota,Colombia,,LATAM,South,OFF-BI-10002222,Office Supplies,Binders,"Cardinal Binder Covers, Clear",15.28,2,0,1.96,1.2,High
MX-2011-167773,04-01-2011,04-05-2011,Standard Class,LS-17245,Lynn Smith,Consumer,Bogotá,Bogota,Colombia,,LATAM,South,TEC-AC-10003851,Technology,Accessories,"Memorex Keyboard, Bluetooth",47.56,1,0,10.92,6,High
MX-2011-167773,04-01-2011,04-05-2011,Standard Class,LS-17245,Lynn Smith,Consumer,Bogotá,Bogota,Colombia,,LATAM,South,OFF-BI-10000188,Office Supplies,Binders,"Cardinal Hole Reinforcements, Economy",17.8,5,0,0.5,1.96,High
US-2011-148852,04-01-2011,04-04-2011,Second Class,VP-21760,Victoria Pisteka,Corporate,Arraiján,Panama,Panama,,LATAM,Central,OFF-AP-10002753,Office Supplies,Appliances,"Cuisinart Toaster, Red",85.536,4,0.4,-47.104,11.56,High
US-2011-148852,04-01-2011,04-04-2011,Second Class,VP-21760,Victoria Pisteka,Corporate,Arraiján,Panama,Panama,,LATAM,Central,OFF-BI-10004305,Office Supplies,Binders,"Cardinal Hole Reinforcements, Durable",10.944,4,0.4,-3.136,1.37,High
ES-2011-4237527,04-01-2011,04-04-2011,First Class,BP-11230,Benjamin Patterson,Consumer,Treviso,Veneto,Italy,,EU,South,OFF-BI-10003705,Office Supplies,Binders,"Wilson Jones Binding Machine, Recycled",295.92,6,0,32.4,71.22,High
ES-2011-4237527,04-01-2011,04-04-2011,First Class,BP-11230,Benjamin Patterson,Consumer,Treviso,Veneto,Italy,,EU,South,TEC-AC-10004379,Technology,Accessories,"SanDisk Flash Drive, Programmable",123.12,3,0,50.4,11.19,High
ES-2011-4237527,04-01-2011,04-04-2011,First Class,BP-11230,Benjamin Patterson,Consumer,Treviso,Veneto,Italy,,EU,South,OFF-AR-10000399,Office Supplies,Art,"Stanley Canvas, Water Color",157.95,3,0,69.48,21.83,High
IT-2011-3468929,04-01-2011,04-04-2011,First Class,AS-10045,Aaron Smayling,Corporate,Rome,Lazio,Italy,,EU,South,TEC-PH-10003963,Technology,Phones,"Apple Signal Booster, Full Size",496.584,6,0.4,-289.836,122.65,High
ID-2011-72096,04-01-2011,04-05-2011,Standard Class,PA-19060,Pete Armstrong,Home Office,Manila,National Capital,Philippines,,APAC,Southeast Asia,OFF-ST-10003319,Office Supplies,Storage,"Rogers Box, Wire Frame",25.344,2,0.45,-6.036,2.99,High
ID-2011-72096,04-01-2011,04-05-2011,Standard Class,PA-19060,Pete Armstrong,Home Office,Manila,National Capital,Philippines,,APAC,Southeast Asia,OFF-BI-10004651,Office Supplies,Binders,"Cardinal Binding Machine, Clear",83.691,2,0.15,30.471,17.47,High
ID-2011-77192,04-01-2011,04-05-2011,Standard Class,RP-19270,Rachel Payne,Corporate,Aew?l-li,Jeju,South Korea,,APAC,North Asia,OFF-LA-10001764,Office Supplies,Labels,"Avery Round Labels, Adjustable",10.08,4,0.5,-9.12,0.32,Medium
ID-2011-77192,04-01-2011,04-05-2011,Standard Class,RP-19270,Rachel Payne,Corporate,Aew?l-li,Jeju,South Korea,,APAC,North Asia,OFF-ST-10004857,Office Supplies,Storage,"Smead Folders, Single Width",43.8,5,0.5,-13.2,3.05,Medium
ID-2011-77192,04-01-2011,04-05-2011,Standard Class,RP-19270,Rachel Payne,Corporate,Aew?l-li,Jeju,South Korea,,APAC,North Asia,FUR-BO-10003408,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Metal",567.6,5,0.2,0,49.7,Medium
US-2011-157021,04-01-2011,04-06-2011,Second Class,KM-16720,Kunst Miller,Consumer,Vallejo,California,United States,94591,US,West,OFF-LA-10002312,Office Supplies,Labels,Avery 490,29.6,2,0,14.8,3.01,Medium
US-2011-157021,04-01-2011,04-06-2011,Second Class,KM-16720,Kunst Miller,Consumer,Vallejo,California,United States,94591,US,West,OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",17.088,4,0.2,5.5536,0.65,Medium
CA-2011-138359,04-01-2011,04-06-2011,Standard Class,KH-16330,Katharine Harms,Corporate,Revere,Massachusetts,United States,2151,US,East,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,66.96,4,0,2.6784,1.57,Medium
CA-2011-138359,04-01-2011,04-06-2011,Standard Class,KH-16330,Katharine Harms,Corporate,Revere,Massachusetts,United States,2151,US,East,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,6.24,2,0,3.0576,0.34,Medium
MX-2011-137946,06-01-2011,06-03-2011,First Class,CB-12535,Claudia Bergmann,Corporate,Mexico City,Distrito Federal,Mexico,,LATAM,North,TEC-AC-10003738,Technology,Accessories,"Enermax Mouse, Erganomic",50.8,2,0,22.32,15.18,Critical
MX-2011-147158,06-01-2011,06-06-2011,Standard Class,YS-21880,Yana Sorensen,Corporate,Matagalpa,Matagalpa,Nicaragua,,LATAM,Central,FUR-BO-10002084,Furniture,Bookcases,"Dania Library with Doors, Metal",482.48,2,0,130.24,66.7,High
