Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,City,State,Country,Region,Product_ID,Product_Name,Category,Sub_Category,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority
eb4f8c1f-f8c3-46b1-aea1-7ba618d35fcd,03-05-2025,10/05/2025,f4556951-b7a0-4190-9bfd-4a8c494232e1,Kelly Baird,Corporate,Lake Tina,UT,Argentina,South,3ffeedc5-83c4-4d92-b219-64b0bd8adc77,Shirt,Clothing,Shirt,400.34,3,0.01,345.44,73.75,High
4c25c3df-f7f9-4ca7-80b7-168bd6c4b67a,05-09-2024,17/09/2024,4acaccbb-d82e-43ee-a5cd-97ab338d0869,Alexis Fernandez,Home Office,Sheilaburgh,NH,Libyan Arab Jamahiriya,South,d412c334-9c99-4899-9092-a62cd51442e7,Headphones,Clothing,Headphones,909.89,1,0.34,332.79,49.6,Medium
bf784802-7ebf-43aa-92de-e13ef0f3e84b,02-10-2024,17/10/2024,0e80c05e-68f7-4d6c-a737-c81c585614a7,Robert Turner MD,Home Office,East James,ID,Saint Barthelemy,South,37d48e09-9577-4d8c-99b8-9170eadd1e3b,Sofa,Electronics,Sofa,1122.37,4,0.41,-84.61,82.46,High
bf351911-b1cb-4ffa-9f91-c4f2105eecdf,02-07-2023,16/07/2023,73699f21-42a2-4fa6-835f-031a0e01ee2c,Matthew Aguilar,Consumer,Coltonmouth,TX,Bangladesh,South,10522aaf-2edb-4c0a-9522-60513142d061,Headphones,Electronics,Headphones,1335.64,4,0.43,150.02,77.48,Medium
c6105594-c93c-471a-8d97-ec15304cba1f,30-05-2024,06/06/2024,b600abde-8c0f-4830-93cf-cd9eaed2bb66,Jacob York,Home Office,Port Nicholeburgh,MT,Fiji,West,37787748-b8cb-4f5f-a582-3b9f4e5147bd,Headphones,Furniture,Headphones,1497.06,4,0.5,136.2,81.32,Medium
472bea31-4601-4f3e-8a8a-f9e7a77a5891,26-10-2023,08/11/2023,63374bee-874e-4b62-b1b5-aeda41db2b6c,Troy Mclaughlin,Corporate,Davidshire,MN,Swaziland,South,76955e64-c920-4a00-a2e1-fde08a18948c,Sofa,Clothing,Sofa,1433.46,4,0.14,99.86,38.81,High
51fb7026-8b02-4b9f-a12e-249f0bac589f,18-05-2024,27/05/2024,3c39d6de-482f-483d-ab07-6188d2731916,Angel Cole,Corporate,South William,SC,Iran,South,6b0030f3-c117-4207-9c71-222f835301ed,Mobile,Clothing,Mobile,240.43,3,0.46,396.18,97.56,High
b547b11b-9536-474f-b556-5f828824ba1d,23-09-2023,25/09/2023,bf48119a-672c-45be-a09a-4951eee6933e,Thomas Carlson,Consumer,Williamhaven,OH,French Polynesia,South,df787127-7042-4dae-b860-ea665e01a729,Sofa,Electronics,Sofa,1544.19,6,0.17,268.81,82.36,Medium
a439076d-48e3-4b4c-bd83-323e8fae6cb5,03-12-2024,03/12/2024,df03b11a-dfea-48f1-b69a-b7449f6c21e9,Emily Carroll,Consumer,Ballborough,NM,Poland,West,b6fb171b-918c-44b4-a34a-b7690041cffd,Mobile,Clothing,Mobile,1932.38,8,0.23,464.27,34.83,High
dcd9cdd7-34f2-4677-96f1-703b7291efd7,16-09-2023,01/10/2023,b19194bc-6fed-4bee-86be-3edf41c43566,Adam Smith,Home Office,Gordonmouth,HI,South Africa,South,e8f0802c-5a92-48d9-a754-929e26866cc9,Headphones,Furniture,Headphones,514.89,5,0.41,421.59,73.28,Medium
b7948441-c739-403a-8716-a5534ddbdea0,06-09-2023,20/09/2023,61899436-aed6-49ce-bb84-a789db058892,Alicia Chambers,Home Office,Lynchview,NE,Liechtenstein,North,eda53ece-5a1c-4873-aa77-7967f611e2ca,Shirt,Electronics,Shirt,74.67,1,0.24,302.06,82.51,Medium
36a8a707-9e06-41e4-81de-3c61b6072cc6,30-07-2024,03/08/2024,368bb8a5-fc44-4513-b8f0-5c8ff4fc3b64,Kelly Harris,Consumer,Dianabury,UT,Georgia,North,efd156c8-587b-493b-bc77-32fd5b469471,Headphones,Clothing,Headphones,1725.36,2,0.22,127.14,33.84,Medium
69a576be-2ea9-407b-9344-28067ebf341f,15-11-2024,21/11/2024,051295b1-e730-4344-a810-2909c15b98dc,Valerie Hanna,Consumer,North Barbarafort,WI,Christmas Island,South,1bc957d0-94dd-4dbc-ac39-b8b17183a060,Headphones,Clothing,Headphones,1292.75,8,0.35,193.66,27.72,Medium
253ff12c-cb67-4f7c-b85f-1d568d4a7504,27-05-2024,09/06/2024,3f2108c7-9638-4676-b3e8-a384a1d2bf56,Kevin Smith,Consumer,Hollyview,KS,Cameroon,South,0ce4f2df-cf95-44d8-9e63-7a41d3853e44,Laptop,Clothing,Laptop,1187.07,2,0.33,107.25,43.38,Low
f26c2e6b-deee-4521-bf24-6f8d010af70c,01-08-2025,11/08/2025,7d5c5d55-4372-4660-8104-8b6be79d7846,Shaun Garza,Corporate,Kevinside,IN,Tuvalu,North,3e2d53a0-db2b-4197-9086-95072c1fe308,Shirt,Clothing,Shirt,646.88,8,0.21,464.27,13.36,Medium
e50d61a7-5e41-4541-8289-9fe811e722a1,05-05-2025,12/05/2025,60ea7caf-b153-4818-9f60-413eb3215123,Christina Edwards,Home Office,East Brettbury,MT,Yemen,East,8bafb357-ca8d-422d-9595-c2da28f0eeb1,Headphones,Electronics,Headphones,1079.41,9,0.5,79.02,60.94,High
20c9efdb-190d-4ad3-8df9-7cc347af22e2,25-03-2024,25/03/2024,bd8ab8db-78d3-48bb-aac4-ec9c9e39e792,Lauren Patterson,Home Office,Griffinborough,CT,Niue,West,3019d090-d9aa-4d74-8968-0aa10e1a61be,Headphones,Furniture,Headphones,1364.94,10,0.37,430.32,77.34,Medium
ea7afe6d-69e1-4494-a42d-9c28518e591a,20-10-2024,23/10/2024,24625ca8-d634-4c8f-b08c-d00433522af4,Leslie Sanchez DVM,Home Office,North Justin,ND,Mauritania,East,fbd5fb9e-4022-4ef2-9659-d3f864bade22,Laptop,Furniture,Laptop,1129.23,2,0.19,99.25,44.98,High
e1ef5c03-2e96-4cd9-81fe-b57ac4959e68,19-04-2024,02/05/2024,f6e70607-8612-4987-9fa9-2c1ca24161a8,Jennifer Bailey,Corporate,Davismouth,NJ,Mongolia,East,338e7312-3378-46b3-91f8-75c466ecc9a6,Headphones,Electronics,Headphones,139.3,6,0.29,274.28,44.88,High
ec6d61ec-1b6e-4e9f-9eb0-6a3db6ce2e15,25-09-2023,07/10/2023,4b30c6eb-a293-41bf-bc92-65c0868d8389,Jon Miller,Consumer,Lewisside,MD,British Indian Ocean Territory (Chagos Archipelago),West,74e90926-995a-4721-89ff-c09395ec233d,Laptop,Furniture,Laptop,198.57,6,0.25,-60.04,28.17,Medium
a07fc74a-35e3-487f-b54e-800afc076b71,14-04-2025,27/04/2025,7c8dc9e0-e73a-4cff-8a79-d94f62b429a5,Jonathan Miles,Home Office,Thompsonville,MO,Tuvalu,West,7180f74e-b919-47dc-a5a6-0c97dfb956ae,Mobile,Electronics,Mobile,1961.62,9,0.27,339.2,90.89,Medium
24d4952c-bdd7-4366-b52f-bf2323d3d0b3,01-12-2023,05/12/2023,e2b3d86f-ce59-40dc-aee9-471721ef2458,Alicia Koch,Corporate,South Jessicaside,DE,Sierra Leone,West,d3c6b76d-8427-45d8-a443-9945120e88b4,Headphones,Furniture,Headphones,323.12,10,0.47,358.71,70.0,Medium
ae90938c-ea56-4bfc-8a9f-41497c53500c,09-09-2023,22/09/2023,f642a4fe-e795-4f99-92cd-336ab30e45f6,Peter Anderson,Home Office,Victorhaven,NC,Switzerland,West,12ea157c-783c-4884-a1b4-c19e226443c4,Sofa,Furniture,Sofa,317.39,3,0.25,409.97,59.42,Medium
729b8b16-e85c-4d58-8155-3d81f7a38033,05-11-2024,08/11/2024,44472c71-0a7a-4b7d-a18f-bcd4568acfd1,Jamie Hayes,Consumer,Rachelbury,AL,Saint Vincent and the Grenadines,East,e61d9f5f-e7e5-4a5b-91c4-409d597a9603,Laptop,Furniture,Laptop,1050.16,6,0.38,248.46,76.34,Low
cff674fd-1b07-4c0c-a839-e183cac74ade,11-10-2022,12/10/2022,df15eb28-061b-4cb5-90c7-4a4c4166f2dd,Carla Burton,Corporate,Huntfurt,WA,Slovakia (Slovak Republic),North,7035ce5c-e8a0-4155-97a7-7de40ad8ff9c,Headphones,Furniture,Headphones,647.71,1,0.31,366.22,95.0,Low
859d084e-4c9e-4e52-a19c-d21354d6eea5,16-01-2023,16/01/2023,8a8001e1-28ac-4c66-be38-aa69795fb9b9,Donald Jackson,Consumer,West Joseph,WY,Ecuador,West,85c1b6c0-61a7-4454-bd08-110cbff4c430,Headphones,Electronics,Headphones,510.25,6,0.46,360.44,46.45,Medium
c4b1d5cd-9e56-4468-8505-7d7441747fe1,03-02-2024,12/02/2024,4a0135dc-3466-4c7d-97ae-8a4427cbbb11,Robin Hernandez DDS,Consumer,Lake Stacyfurt,MD,Oman,West,3eeb3f6c-c9a7-4b11-9023-81fad84fff41,Shirt,Electronics,Shirt,977.94,10,0.15,498.51,42.9,Medium
67720a58-8fad-4137-a0bf-2c5674e3ac5d,01-01-2025,08/01/2025,3f3ae0b5-fb15-46ad-9371-9850423abbab,Jon Perry,Home Office,New Toddchester,TN,Barbados,East,7781e46e-df2c-4c8d-898c-17ba2b7e4b50,Headphones,Furniture,Headphones,1663.43,7,0.18,171.69,10.24,Low
8f35fbb2-cd47-4adf-b698-c1cef1512e70,24-02-2024,01/03/2024,77d41a31-992f-43d0-ace9-04aca521b5e1,Christopher Brown,Corporate,Millerview,LA,Sweden,North,6ab16fc3-b27e-4728-93dd-562843003287,Mobile,Furniture,Mobile,788.51,2,0.3,147.13,50.73,Low
306db4d9-a1da-47b3-a576-aec4e0d6f28a,06-04-2023,18/04/2023,19272b7b-aa22-442d-8ece-079f4c910774,Doris Bradley,Consumer,East Jasminland,MI,Trinidad and Tobago,East,13a80e23-5209-4820-a7b0-6ce031c8951d,Mobile,Electronics,Mobile,1335.5,7,0.26,215.48,64.31,Low
21928588-018e-4fb4-9f9b-bece96645cdb,05-01-2025,14/01/2025,56c3286d-d7d4-4ad1-9626-f3c5c230f87d,Nicole Rhodes,Consumer,Port Sabrinafort,MT,Cook Islands,North,d9a5ea74-8143-4bf8-89fe-d05bd6f2ae8f,Laptop,Furniture,Laptop,520.61,8,0.48,444.22,69.12,High
4c374934-975d-4909-a5c6-d1d7694f7109,14-05-2025,28/05/2025,69cf302d-42a4-4850-a5fa-623c194426bf,April Galvan,Home Office,Morenoville,WA,Burkina Faso,East,81a90b06-0479-4e78-90c0-7b4a7543e2fb,Laptop,Electronics,Laptop,215.54,7,0.37,-61.8,94.83,Low
50d47290-1a92-4e27-9a3c-d63e7b440a50,11-03-2023,12/03/2023,fa9f26cc-18dd-40f3-9d9c-7255d5af2075,Tom Ford,Corporate,Port Zachary,IA,Costa Rica,South,0d1f7f64-15c0-4aa8-9dee-d0b057476288,Headphones,Electronics,Headphones,619.78,6,0.21,301.81,35.35,Low
db64e6eb-de70-459f-b4ac-317b05acc3cd,02-03-2023,08/03/2023,86e1b3af-3700-4e90-848b-edc200d1e759,Francisco White,Consumer,Port Lisafurt,SC,Tajikistan,West,2a2bc3c9-1e15-45cd-85f7-cdd3a36e66ea,Headphones,Electronics,Headphones,968.64,3,0.4,109.69,63.02,Low
f0ff278f-ae3f-4225-8d60-7c12eaa88ee0,06-02-2023,21/02/2023,007e9327-b6f4-4d0c-9f22-05cc6d5afeb7,Stephanie Compton,Consumer,Port Mark,AR,Mexico,West,d7c17e41-9978-4cb7-9731-9aec14566416,Headphones,Clothing,Headphones,1755.01,2,0.14,272.05,86.36,Medium
834cd2ad-b5ee-4493-87af-952257e39f47,02-03-2023,08/03/2023,78ce465a-cc01-4d08-9065-0fe60af65c9d,Brandon Salinas,Consumer,North William,ME,Malaysia,North,b98924da-750a-45ee-ae50-7af561962795,Sofa,Electronics,Sofa,1311.18,1,0.31,343.72,87.61,Medium
b0087ca7-81b7-4b74-b78e-abe0c1f7042d,24-06-2025,29/06/2025,320644fa-e761-45e0-a405-1c2f89cf917c,Alexis Price,Consumer,Grossland,TN,Turkey,South,0b863ab8-1a38-4192-9cec-f6819f029ce4,Mobile,Clothing,Mobile,1302.98,4,0.44,457.6,42.02,Medium
dc45e6bb-b4a7-4043-a7a3-e02b559b8734,19-07-2024,26/07/2024,524db9a3-b55d-4024-8f60-1c84223a520f,Jonathan Schwartz,Consumer,Nicholasfurt,TX,Uzbekistan,North,1ddcfb42-f000-4582-b95f-312729c23ce4,Mobile,Clothing,Mobile,1431.22,5,0.25,98.23,38.48,Low
c470c6c9-1eec-4cb1-b8a9-ee745c9a0418,17-01-2025,24/01/2025,fd67fe89-9537-4a72-90d1-fb8e5bafec32,Sarah Ramirez,Corporate,Jacksonport,OK,Solomon Islands,South,ef7cf939-0f03-4a7e-8d5c-cfd6911627a9,Headphones,Clothing,Headphones,1042.6,8,0.32,374.52,35.08,Medium
d5789e53-5878-40e1-bc31-cfa602cdd50e,11-01-2025,23/01/2025,d83e3d65-bee5-4567-bdd1-794225e8f20b,Jennifer Larson,Consumer,East Kendra,MI,South Africa,East,0742f4df-4ba4-4ebf-944f-f4a738a0f1fb,Shirt,Furniture,Shirt,730.87,10,0.47,267.77,80.71,High
b7b04218-f57f-4fab-a9d9-0e2d2b7b39e3,07-04-2024,14/04/2024,fbbc0ee7-0617-43e1-ae39-1b76ef0a03ef,Cheryl Ellis,Consumer,North Alejandra,SC,Togo,South,4dfa5260-7e65-43be-bda7-d312f4ed9d9f,Laptop,Clothing,Laptop,121.23,3,0.16,77.21,65.83,Low
fa4479bb-d8e1-4b48-91f6-348892979235,22-10-2022,03/11/2022,bfcaa538-701b-46ed-afde-1aace425d142,Michael Mckenzie,Corporate,Shawnchester,CO,Svalbard & Jan Mayen Islands,East,5a616641-59a8-47e6-b719-2ebe69e4eaad,Headphones,Furniture,Headphones,416.23,3,0.31,291.13,25.39,Low
14eacf19-730a-4de8-8c33-ca5033e80af3,02-05-2023,06/05/2023,f0c6b0ea-3682-4842-b176-4f0bf2e9e32c,Charles Gutierrez,Consumer,New Vickiemouth,VT,United Arab Emirates,East,52d27643-b6be-4b09-8e54-03875b8ddb30,Laptop,Furniture,Laptop,1545.41,6,0.14,297.67,96.12,Low
4cdf8a3d-3315-4d94-bf6e-8a3b6bc6e27f,24-09-2023,08/10/2023,c0e01be7-e151-4973-9dd4-f6d3229a39ed,Amy Lang,Consumer,Briannatown,IL,Oman,East,3ad55d42-8d46-4428-bbf3-30e34aba56bc,Sofa,Clothing,Sofa,1825.84,6,0.01,367.19,95.77,High
e3c738e8-7028-493b-87d5-43b562b78a6e,12-07-2023,13/07/2023,2894dd21-596c-49fb-a9e5-44e404014ec9,Kathryn Castaneda,Home Office,Port Jacqueline,MS,Saint Kitts and Nevis,North,59fb1ad0-7c5e-47fa-a273-616e0adc4b63,Headphones,Electronics,Headphones,1549.15,10,0.21,227.64,86.15,Medium
3f872c8c-c130-4556-aeee-abe8c7e9ee01,02-08-2023,04/08/2023,9cbdc2ff-1f9d-456b-9d37-1f80a7fcc23c,Robert Reilly,Consumer,Watersland,WV,Hong Kong,North,49a0c749-bf67-45ab-80a9-155b017d57fc,Laptop,Clothing,Laptop,686.78,9,0.32,366.55,32.22,Medium
e414bfe2-ac0d-447e-ac25-427a3318bf70,06-02-2023,18/02/2023,94ca5c2c-1fea-47f9-bd9d-b8d1560feef4,HOLLY ADAMS,Corporate,East Donnaborough,MA,Antarctica (the territory South of 60 deg S),East,a2af7864-1baf-4c27-9b1e-8cbebdfc577a,Shirt,Furniture,Shirt,1456.85,10,0.18,313.7,34.37,Low
255d443c-8e49-4325-9889-ecabffb866cd,20-03-2024,01/04/2024,81e464f4-275a-41b6-b5c7-160fffc32872,Sharon Bradley,Corporate,Timothybury,GA,Kiribati,East,d7549ad4-8879-4eb4-9d3e-c52e1657a6a5,Headphones,Clothing,Headphones,1157.14,10,0.25,93.26,53.55,High
dec793bf-62dc-47f2-a047-065b61258de4,25-02-2024,07/03/2024,fd759e2b-e1c4-40c1-980c-a664153ac966,Sean Reyes,Home Office,New Angelamouth,NC,Denmark,East,a1825a0e-aee5-4200-a06e-7b962592064e,Sofa,Electronics,Sofa,1225.6,8,0.33,147.87,60.4,Low
3da91891-3104-4486-8903-26e4d3fc01b0,13-07-2024,20/07/2024,dc4e7f24-43b8-4479-936f-96a29a07dafc,Denise Gilbert,Consumer,Thomasmouth,SC,China,South,ec336628-df55-4239-8097-d80ee4dfb3fa,Laptop,Clothing,Laptop,1981.69,8,0.48,232.31,17.02,Low
7c62f7a9-389f-44d0-9e4d-fa6febbc734d,23-04-2023,04/05/2023,fd8c54c6-cd9c-443a-bfb7-6bf3126b8856,Paul Stevens,Consumer,Ryanmouth,MT,Senegal,South,124c3748-6eac-4e5c-87aa-d965b4aaf22e,Sofa,Clothing,Sofa,1886.72,7,0.08,202.36,14.83,High
5e84edc5-57c3-48af-82d6-7e3615a01bb5,13-03-2024,19/03/2024,8c4fa6d1-4e7f-4c96-acaa-430e19d9066e,William Garza,Consumer,Gillstad,ND,Chile,East,078216f7-154c-4a62-88e5-9f0cd2c4ac8d,Sofa,Furniture,Sofa,1152.14,2,0.42,247.33,85.46,High
a67efbf7-4698-478a-a957-3984c7455a1c,19-09-2024,04/10/2024,f5b85197-3321-4e52-a5cc-c937fabd1b55,Edward Johnson,Home Office,Jamesburgh,FL,Mauritania,East,cc90add1-3b56-41b4-b0a5-56a0c7835ad0,Shirt,Clothing,Shirt,1435.27,5,0.24,414.01,49.1,Low
4eb168a3-5ae8-4c3c-a8a2-169e55e2c4d1,19-08-2023,02/09/2023,ef75477f-be2c-45d9-9c13-6f32754b068f,Kaylee Beck,Consumer,East Michelle,MD,Morocco,South,88d9ad9a-7ce7-42f1-96ea-94d8313c0af0,Headphones,Electronics,Headphones,577.92,5,0.06,34.23,19.69,Medium
0b8b6aa6-10a9-4d5a-b19d-2a1cce231b82,08-10-2023,14/10/2023,3ad8364c-e00d-4b6a-aae1-8033c89413b7,Erin Long,Home Office,Oneillton,IL,Bhutan,North,ecf6c2b5-2a10-4082-9926-967d821c379b,Sofa,Electronics,Sofa,392.42,7,0.08,461.33,68.74,Medium
99e1619e-40a4-4df0-a32b-27fc74842a5a,22-02-2025,27/02/2025,c1747898-051a-438a-a2ed-d686069b26c1,Courtney Paul,Consumer,Robertmouth,VA,Guam,North,fd5ccee0-cea7-4aea-98c4-d47adf71170f,Headphones,Furniture,Headphones,1997.08,8,0.4,340.03,74.11,Medium
d5b1e10e-0729-4d06-94a9-db8e21901902,29-11-2022,30/11/2022,eff5132c-4205-42ad-8f1e-b3d0f6e4c24f,Randall Henderson,Home Office,Ellisonchester,WY,Ecuador,North,562eae6f-2331-45e2-970c-6c67c74dc409,Shirt,Electronics,Shirt,359.17,2,0.4,-66.12,64.18,Medium
234c8709-8ad8-44d1-8cce-da686625bf4b,18-09-2023,26/09/2023,162dd9a4-a5f7-41cc-a3ac-5e36900c669c,Alexandra Ross,Corporate,West Miranda,NH,Liechtenstein,East,78871d19-f0af-448d-955c-f8ffa761d9fc,Headphones,Clothing,Headphones,515.52,8,0.13,314.91,40.52,High
6f21d98e-844b-4b9a-b447-2c0d27096626,05-07-2025,15/07/2025,a6605577-482e-4f7a-b415-ce0f3994bf6b,Pamela Clark,Consumer,West Jenniferview,NY,Holy See (Vatican City State),South,c092a9d5-4305-4b49-8ce0-b193472dd43e,Mobile,Furniture,Mobile,1526.97,6,0.25,309.27,54.74,High
f642df23-9f13-4fc9-81d8-336a402b1ce1,07-08-2023,21/08/2023,ce792990-0e66-403d-aeb3-0452fb9b009a,April Gaines,Home Office,Port Sean,RI,Syrian Arab Republic,East,543f84c1-b326-4efc-a01f-1ffbcb8b838e,Sofa,Furniture,Sofa,1771.25,4,0.19,-47.18,60.68,Low
79c1022b-c141-403f-a5f4-4b900a860462,15-09-2023,23/09/2023,5ead40a1-59c5-4630-89f9-f7ace47cabf2,Tara Hodges,Corporate,South Tracy,OH,Equatorial Guinea,East,671c7ab8-079c-454b-ba1f-18f939a3d096,Headphones,Electronics,Headphones,1274.7,6,0.02,168.16,53.57,Low
d3c9a006-78de-40e9-b8a6-33ed8259f3d2,27-10-2022,30/10/2022,c0cd7959-b14c-45d2-967a-b763b99b9c21,Lori Braun,Home Office,Marshallchester,RI,Saint Barthelemy,South,968c8df1-3c13-4beb-9ba5-225667d92dc4,Headphones,Clothing,Headphones,818.42,9,0.48,483.37,70.07,Medium
f5164bf2-c7bd-49b5-bfbd-61a6e9341bb9,02-08-2023,13/08/2023,1dba6441-af27-43d8-a7a1-d287f8ecaf2d,Kevin Archer,Consumer,Pattersonbury,AR,Kiribati,East,8f8e1e8e-cff5-47a7-8a70-30107bd5c99a,Shirt,Clothing,Shirt,780.62,8,0.35,499.4,89.31,Medium
252febf4-3301-4650-b135-e94485f16913,24-11-2024,28/11/2024,a2269cc3-f192-4314-831a-a3913474d854,Kristina Powell,Consumer,Frederickfurt,SC,Morocco,West,784cc113-b701-4c62-8896-8f819628e485,Shirt,Clothing,Shirt,1566.71,8,0.44,36.98,61.19,Low
b03bad7a-85bc-4a4c-9fae-cebd184dd875,04-08-2024,17/08/2024,3ef5286f-135e-42cb-828d-9f52b14c8d83,Rachel Williams,Corporate,Port Elizabeth,KY,Lao People's Democratic Republic,North,0f0cf6c7-52a5-4f50-b98e-1d528e01ba94,Mobile,Clothing,Mobile,1647.46,1,0.37,325.91,81.95,Low
c78edf41-06ed-42ef-9d85-5eceea2c4ed8,17-01-2023,28/01/2023,81320c2f-c1a2-4f49-9366-f1e5cea061c2,Anna Hogan,Consumer,Johnfurt,NM,Botswana,West,426308c7-02bb-4d2f-8c54-5ed070a5279e,Headphones,Furniture,Headphones,1186.31,2,0.46,-29.35,86.71,Medium
a8f2c99e-6724-46c4-8d81-e14c0357608c,18-05-2024,25/05/2024,8653a81c-c910-4168-91b6-e5b814de2743,Robert Martinez,Home Office,Jessicabury,OH,Andorra,West,686e34d0-a443-42a8-9ab6-1562c9994b00,Sofa,Furniture,Sofa,710.17,7,0.25,305.97,48.3,Medium
